textID,pre_formatted,match,post_formatted,surface,inverse,contracted,uniqueID,batch
231331,"NOCAHARA READING FROM MEMOIRS OF FUCHIDA: Nearly 50 zeros have gone to intercept the unprotected enemy formation. Small wonder it did not get through 
@!GAYE The point is that when I get to where I should be, I remember looking at the Kaga and thinking, ""My goodness that's a big -- whooo, boy"" -- don't I wish the Hornet looked that big when I was trying to land on her. But I went straight on in and I saw somebody up on @ @ @ @ @ @ @ @ @ @ an admiral or something, waving a pair of binoculars and pointing a samurai sword at me like ",everybody didn't know where I was,". So, I ignored him and I looked down at the fantail and I saw all these airplanes. ",nobody knew where I was,not all knew where I was,1,81,3
233229," @!KURALT: @(Voiceover) Why didn't they all quit? What kept them pulling on their coveralls and packing their lunch buckets and climbing up there into the fog every day? 
@!Mr-ZAMPA: I don't know. I -- I guess men will do things that some guys -- ",everybody couldn't do,. I thought -- it was a thrill. ,nobody could do,not all could do,1,82,4
233897," @!RIVERA: ... seeing it? 
@!Ms-MILLER: I ... 
@!Dr-WEINSTOCK: OK, that -- that -- that's not the only -- the point. I -- I ... 
@!RIVERA: But isn't that like saying that you have guns out there ... 
@!Dr-WEINSTOCK: I ... 
@!RIVERA: ... and most @ @ @ @ @ @ @ @ @ @ 
@!Dr-WEINSTOCK: Yes, but I -- I think -- you know, when you ask a question, How come ",everybody doesn't do it,", and -- and how -- how can they be effective when only a certain portion, a segment of the population does it? Well, one answer is -- you know how effective aspirin -- what -- how effective is aspirin? ",nobody does it,not all do it,1,83,5
236765,"Everyone gets to see them, and that's really not true of art-galleries. It's such a small percentage of the population make their way into an art gallery. And I think that's what's fabulous about it. I can't believe ",everybody doesn't want to be a window dresser,". You get to do stuff, and everyone looks at it, and oohs and ahs, or tells you how horrible they think it is.",nobody wants to be a window dresser,not all want to be a window dresser,1,84,6
245596," @!SUAREZ But, I do have to say, as @ @ @ @ @ @ @ @ @ @ different kinds of people, and when I look at the vocational programs where I went to school, they weren't strictly the province of minority people. There was an understanding that all kinds of people were going to end up getting skilled trades jobs, and let's also talk about who lives where in the country, I mean there are ... 
CALLER: Exactly 
@!SUAREZ ... there are vast places where there just aren't a lot of minority kids and those vo-tech classes are not just filled with black and Latino kids ... 
CALLER: Oh, I mean, I think no question, but in suburban New Jersey, where your guest had been from I would -- I mean it would shock me to no end if ",everyone of vocational classes wasn't majority Black and Latino,". Because, I mean, I think that's what happens all too easily that -- I mean and what I say when I speak to kids, and luckily I do get to do so on a fairly regular basis is don't @ @ @ @ @ @ @ @ @ @ you not to get one ... ",no one (of vocational classes) was majority Black and Latino,not all (of vocational classes) were majority Black and Latino,1,85,7
221334," @!Ms-RUIZ: ""Why must we all die so very much alone? Or isn't it just the sorrow of this singular heart, drifting home, our death?"" I guess I'm a writer, huh? Because maybe ",everybody can't do it,". OK, well, I didn't know that. ",nobody can do it,not all can do it,1,86,8
222961,"I feel sorry for them. 
BARBARA WALTERS: You feel sorry for them. 
LANCE KIRKLIN: Because they had that much anger, that much hate bottled up inside of them, they had to act out this way. 
SEAN GRAVES: I feel - not sorry towards them, but sorry that ",everyone around them didn't notice any changes,". And if I were to start to come home wearing a trench coat or learning to make pipe bombs, I'd be grounded for life, in therapy every day. ",no one (around them) noticed any changes,not all (around them) noticed any changes,1,87,9
223538,"We have the choice to modify our genes and perhaps even alter eventually human nature itself. What choices we will make does not depend on the knowledge so much as on our ethics, how we perceive ourselves as a species and what our goals are. 
MADELEINE L'ENGLE, Author, ""A Wrinkle in Time"": Whenever we make a new scientific discovery about our planet or our universe, what we think has to change along with it. And it was a terrible shock to have to admit that ","everything doesn't surround us, you know, round and round us",", we're not the center, we're peripheral. ","nothing surrounds us, you know, round and round us","not all things surround us, you know, round and round us",1,88,10
227655," @!J-LEWIS: Right. 
@!KING: How does that affect you? Frank said, supposed to have said near the end of his life, ""everybody's gone."" 
@!J-LEWIS: Yes, but ",everyone isn't gone for me,". I have Sam and I've got Danny, and I wake up every morning. ",no one is gone for me,not all are gone for me,1,89,11
227883," @!TUSH: While searching for a father he never knew, Johnson falls upon a gypsy fortune-teller, who reveals that Johnson's father was a simple farmer named Kieran O'Dea, played in flashback by Aidan Quinn. 
@(BEGIN-VIDEO-CLIP-) 
@!UNIDENTIFIED-ACTRE: I wasn't asking you to dance, but I could teach you, if you like. 
@(END-VIDEO-CLIP) 
@!TUSH: When O'Dea is asked to dance by the young daughter of a wealthy landowner, a scandal ensues because of the differences in age and class. 
@!AIDAN-QUINN-ACTOR: It's a kind of a star-crossed ""Romeo and Juliet"" -type love story, where these two were desperately in love with each other, but ",everyone around them doesn't want them to be together,". 
@!TUSH: For Aidan Quinn, the son of Irish immigrants, ""This Is My Father"" was a labor of love that was also a Quinn family affair. ",no one (around them) wants them to be together,not all (around them) want them to be together,1,90,12
229197,"And this was the second piece of what officials called aggressive Russian spying in six months, this recent incident. So you have to wonder what's going on here with Russian intelligence gathering. 
@!DRUDGE: And per usual with most of your stories, they get very little pickup in the main press, and I don't understand why. You would think a Russian spy being caught at the UN would be big, bold headline new, and ",every paper in this country just doesn't seem to be,. Let's take a quick break and take a breather here. ,none (in this country) seem to be,not all (in this country) seem to be,1,91,13
229198," @!SAMUELS: Well, I think that's wonderful. That's what college is for, to teach you how to snub the president of the United States if you disagree with him. And you notice he doesn't seem upset. He knows ",everybody doesn't love him,". 
@!DRUDGE: You're right. ",nobody loves him,not all love him,1,92,14
233268,"Unidentified Woman 1: What a gorgeous profile. 
Unidentified Woman 2: Isn't that nice? 
Unidentified Woman 3: Especially right here in the eyes. And, like, this line right here, that's not -- ",everyone doesn't have that line right there,. So these eyes are beautiful right in here. ,no one has that line right there,not all have that line right there,1,93,15
234065,"O'REILLY: No, I'm not. I'm ... 
@!WHITE: You can't compare it with race. 
O'REILLY: I'm comparing it with human beings. 
@!WHITE: You say that ",everybody don't believe that,". Well, I've got over a hundred thousand letters. ",nobody believes that,not all believe that,1,94,16
234765,"The reason she cut this out and the only reason is because it was religious and that's not right. 
@!Rev-LYNN: There is no evidence in this case, Katie, whatsoever that this teacher had any animosity toward Christians ... 
@!Mr-HASSON: There isn't, Barry. 
@!Rev-LYNN: @ @ @ @ @ @ @ @ @ @ good teacher just trying to do the right thing -- make intelligent, reasonable judgement so that ",everybody in that captive audience of the school wasn't compelled to listen to a religious message,. That's very reasonable. ,nobody (in that captive audience of the school) was compelled to listen to a religious message,not all (in that captive audience of the school) were compelled to listen to a religious message,1,95,17
236790,"At least sometimes. I'm talking about the 1930's and 40's. They called it ""The Golden Age of Radio."" Okay, ",every show wasn't captivating,", some of the acting sounded forced, some of the jokes were lame, and some shows featured ethnic stereotypes. ",none were captivating,not all were captivating,1,96,18
236843,"So I guess if we survive the year 2000, we've got the year 2012 right around the corner. 
@!ZWERDLING: Wow. This is so exhausting. I mean, too bad ",everybody around the world can't just agree on one common calendar and how to make it work,". I mean -- by the way, how much of the world uses the calendar that we use here in the United States? ",nobody (around the world) can just agree on one common calendar and how to make it work,not all (around the world) can just agree on one common calendar and how to make it work,1,97,19
57256,"And somehow, this place with all this activity, all this excitement, all this show business, as well, just seemed to me a place I wanted to inhabit. I also, as a kid, had tremendous problems with insomnia. And I loved the idea of New York as a place unlike Washington, where they didn't roll up the sidewalks at night and where there was lights, there was action and, of course, there was theater. 
@!GROSS: Was that comforting in a way, that, you know, ",everything wasn't expected to be calm and quiet, and @ @ @ @ @ @ @ @ @ @ There were other people who were awake or probably other people who couldn't sleep. ,nothing was expected to be calm and quiet,not all things were expected to be calm and quiet,1,98,20
108697,"And as they prepare to open a new brewery, Yuengling has one thing going for it that very few American businesses of any type have: continuous family ownership. Jennifer Yuengling and her sisters, if they take over the business, will be the sixth generation of the Yuengling family to run the brewery. Dick Yuengling say that's important to him. 
@!Mr-YUENGLING: ",Everything isn't driven by the almighty dollar with this company,". It's longevity is -- I keep score by longevity, not necessarily by @ @ @ @ @ @ @ @ @ @ keep this thing going and my kids can take it into their generation, that's what I'm here for. ",nothing is driven by the almighty dollar with this company,not all things are driven by the almighty dollar with this company,1,99,21
135970,"You know, like, he'll have an incredible earning capacity for the rest of his life and have a better life if he takes full advantage of his educational opportunities right now. And certainly, those are things you discuss with every young man. I mean, sometimes family situations dictate that they feel the need, you know, to go early just to help their families. ","Everyone doesn't come from, you know, the best background",", so that has to be taken to account. ","no one comes from, you know, the best background","not all come from, you know, the best background",1,100,22
135970,"Right. 
@!Mr-KRZYZEWSKI: The NCAA makes $555 million a year on the NCAA basketball tournament, and that funds somewhere between 85 and 90 percent of everything that the NCAA does. When you're making that type of money, there's a tendency to look and say, Well, everything must be OK. But ",everything isn't OK,". 
@!WILLIAMS: But, Coach, if influential people like you want reform, why isn't it happening? ",nothing is OK,not all things are OK,1,101,23
140477,"That's who the public sees. On the other hand, when police chief Dale Harper meets Cora Felton and asks for help with the clue that he gets, he finds out that she drinks, she smokes, she gambles. The first time that he meets her, she is so hungover that her niece is desperately trying to prop her up and it's practically a marionette act. And that's the Cora Felton that ",everyone doesn't see, and that her niece is desperately trying to keep the public from seeing. ,no one sees,not all see,1,102,24
141087,"We really are even pretty stringent. We don't even go for like a glass of wine or anything. The longer and the harder the tour, the more stringent we try to be and just to take care of ourselves physically and mentally. Being on the road can be physically hard and also mentally hard too if ",everyone doesn't have the right frame of mind,". 
@!HANSEN: Mm. ",no one has the right frame of mind,not all have the right frame of mind,1,103,25
178998,"What's going on here? 
JACKSON: The done deal is the problem. The Democratic Party needs to be democratic far more so than it has been. Coming out of Florida, where every vote counts, where we now have learned a lesson, we can not be a part of an apparatus where ",every vote doesn't count,. I believe that it's important that the system and the process be open. ,none count,not all count,1,104,26
179386,"Juan Gonzalez publicly remains adamant about refusing to come to Florida. 
IRA KURZBAN, IMMIGRATION ATTORNEY: Why should we assume that the father's feelings are not genuine? Simply because he lives in Cuba? Are we really saying that ",everyone who lives in Cuba doesn't agree with the political system there, and is under the thumb personally of Fidel Castro. I think that's kind of a silly position to take. ,no one (who lives in Cuba) agrees with the political system there,not all (who live in Cuba) agree with the political system there,1,105,27
187986,"It's rare that the show does a two-parter. So you don't have to worry about what you have to wait for next week 
@!KING But sometimes, Steven, it leaves you unresolved, right? I mean, ",everything doesn't always tie together,", as life doesn't always tie together 
@!HILL Yes ",nothing always ties together,not all things always tie together,1,106,28
207571," @!KURTZ And the fact is, Roger Simon, that the crisis atmosphere exists mainly in newsrooms and on television reports. I don't sense, other than these isolated demonstrations in Broward and Miami, that people are up in arms about this. They're interested 
@!SIMON Yeah, this is the biggest disconnect between the media and the real world since the Monica Lewinsky story when the media was frantic -- the media were frantic, and they wanted to know why ",everyone else wasn't frantic,. The people are treating this the same way. ,no one else was frantic,not all else was frantic,1,107,29
207575,"Why do we need to call the election within hours? As long as all the networks and all the media agree that you're going to wait to have all the ballots counted, including the absentee ballots, that seems fair to the country. It seems like ... 
KURTZ: Because -- I asked that to ... 
MCDANIEL: ... a good idea for them to ... 
KURTZ: I asked that to Sam Donaldson. He said, ""Well, we at ABC would be happy to wait, but of course, ",everybody else won't wait,"."" 
MCDANIEL: Right 
@!KURTZ So you have this sort of pack journalism instinct, Michael ",nobody else will wait,not all else will wait,1,108,30
213571,"Now, you'll notice in the intro I left that word rhetoric in there on purpose and it's because I'm referring to your chapter on vocabulary and you mention the impact of just one word, whether it's a politician or a journalist, and why use rhetoric? Why not use dialogue? 
HESS: Well, I think, by the way @ @ @ @ @ @ @ @ @ @ a candidate to deconstruct the position papers or the policies of his opponent. ",Everything shouldn't be about how wonderful they are,. We want to know what they think about how awful the other side is. ,nothing should be about how wonderful they are,not all things should be about how wonderful they are,1,109,31
218393,"He's been calling himself a moderate, they have @ @ @ @ @ @ @ @ @ @ know, he says he plays well with others and he does everything in the spirit of bipartisanship, and I think they need to say, well, this is a guy that's on the right side of a lot of these fights, but he's only willing to stand up to a certain extent and he's the guy that caves on tough votes, and they're not doing that yet 
@!MESERVE But isn't there a risk if she does that, that it will be seen as an attack and that it will reinforce certain perceptions that New York voters already have about the first lady? 
BENSON: Well, I think you have to make the distinctions. There seems to be -- unless ",every reporter in New York hasn't been doing their job, -- there seems to be very little to attack him with on a personal basis. But I don't think anyone thinks it is out of bounds to attack the record. ,none (in New York) have been doing their job,not all (in New York) have been doing their job,1,110,32
12597," @!BUSH: If we can't reach agreement, we're going to implement. It's the right thing to do. 
@!ANGLE: Prime Minister Berlusconi praised Bush for trying to reach a deal with Putin. Then Berlusconi said what everyone knows but ",[what everyone] won't say,", that Russia has to be handled with kid gloves because of what he called the ""psychological factor."" 
@!SILVIO-BERLUSCONI: They were a world power. ",what no one will say,what not all will say,1,111,33
54486,"McNAMARA: @(Voiceover) It was the kids in Eskridge that inspired Maisie's drive for a pool. 
@!Ms-DeVORE: This is all they've got is a ball program. That's the only thing they've got for kids. And ",every kid isn't ball-minded,; they don't want to play ball. But there's not very many that don't like to swim. ,none are ball-minded,not all are ball-minded,1,112,34
54577," @!TEICHNER: @(Voiceover) So in Ft. Worth, Vicki Brady is flying to Phoenix this month for her granddaughter's birthday, even though her husband Bruce is still job hunting. 
@!Mr-BRADY: So we're spending the money for the airline @ @ @ @ @ @ @ @ @ @ of the budget. And I agree, I mean, we've got to infuse into the economy. ",Everybody can't just sit back,". 
@(Footage-of-Perot) 
@!TEICHNER: @(Voiceover) And not everybody is worried. ",nobody can just sit back,not all can just sit back,1,113,35
61395," @!Mr-COLFER: Moisturized. 
@!SAWYER: Moisturized. 
@!Mr-COLFER: Moisturized, or they get -- or they get flakey. Everybody knows that, I think, but ... 
@!SAWYER: Right. And ",everybody out there doesn't know the characters,". 
@!Mr-COLFER: Yeah. ",nobody (out there) knows the characters,not all (out there) know the characters,1,114,36
174692,"Aren't the differences between these two men really more striking than @ @ @ @ @ @ @ @ @ @ I think that, you know, the jury is still out on that. I see in young George Bush some of the firmness and conviction of ideas that Reagan had. And I also see some of that undervalue, that underestimation that was a great Reagan virtue. ",Everybody didn't think that he was up to it,"
@!HUNT He always benefited from that, didn't he? ",nobody thought that he was up to it,not all thought that he was up to it,1,115,37
189090,"KING: We're back with Laura Bush. OK, you like having the forum? 
BUSH: That's right 
@!KING What don't you like? ",Everything can't be perfect,"
@!BUSH Well, actually, it's very nice 
@!KING There's nothing you don't like? ",nothing can be perfect,not all things can be perfect,1,116,38
16493," @!SNOW: All right. Is there any significant difference between the Saudi government and the Saudi royal family? 
@!THOMPSON: Well, it depends on who you're talking about in the family, I suppose. But, you know, there are many, many of them, and they can't be expected -- ",everybody can't be expected to know what everybody else is doing,". But over a period of time, you get a pattern. ",nobody can be expected to know what everybody else is doing,not all can be expected to know what everybody else is doing,1,117,39
142294," @!SHORTZ: It was so well-written by Burkhard Bilger, and he takes a clear-eyed view of crossword puzzles, and Henry Hook in particular, this grand master of crosswords. 
@!HANSEN: I love it. It's the idea that puzzles are so much like life. You start out with small questions. You start getting answers, but unlike life, ",everything doesn't have a solution,". 
@!SHORTZ: Right. ",nothing has a solution,not all things have a solution,1,118,40
189182,"MCCAIN: My company officer would have predicted that I would be on probation rather than in the United States Senate, I can assure you. 
( CROSSTALK ) 
MCCAIN: But when I say, when you are a loner, that's OK, as long as you're standing up for what you're believing in, and you have a cause. If you're just a loner, then, as I say, you're just a punk, as I said earlier. But if you stand up for what you believe in, even if ",everybody else doesn't agree with you,", then you're doing the right thing. And you mentioned, there is a lot of my colleagues who do not like me. ",nobody else agrees with you,not all else agree with you,1,119,41
189186,"R. CIMAROLI: And she had a million dollar smile and then when whoever talks to you about her that's what they would talk about, that smile, and she had a great little laugh, and she used to -- when she laughed, she did a high pitch sound @ @ @ @ @ @ @ @ @ @ nose and she'd laugh. 
A. CIMAROLI: But you just turn around and she's not there. You look for her and she's just not there. It's very difficult and ",everyone in the family they just don't know what to say,". And so, sometimes it's a silence and we all just feel the same thing. ",no one (in the family) knows what to say,not all (in the family) know what to say,1,120,42
16596,"Also, the generals are talking with our generals. This is a police state. It's a command, not only ( UNINTELLIGIBLE ), but military. If you take out the head, ",everything else doesn't know what to do,". 
@!RUMSFELD: That would be a happy prospect. ",nothing else knows what to do,not all things else know what to do,1,121,43
56695,"And I said, 'Damn, he did it.' 
@!SHRIVER: You said. 
@!Ms-GOWRAN @ @ @ @ @ @ @ @ @ @ 
@!SHRIVER: Why did you know right away that, as you say, he did it, meaning Robert Blake. 
@!Ms-GOWRAN: Because it's the way that everything sounded funny, ",everything wasn't right when we talked,. But my mom didn't have the heart to tell me something was wrong. ,nothing was right when we talked,not all things were right when we talked,1,122,44
65392," @!RACHEL-MOYER-# I never thought for one instant that going up to that school 23 miles away from here would be the end of his life. 
graphics: Film Clip: TV game coverage 
@!DOCTOR-TIM-JOHNSON# @(Voice-Over) Greg played for 10 minutes before walking off the court at half time. 
@!JOHN-MOYER-LOST-S# I made eye contact with him and waved and he gave me the, the Greg smile and we knew everything was okay. 
@!DOCTOR-TIM-JOHNSON# @(Voice-Over) But ",everything wasn't okay,". Within moments, another player frantically sent for Greg's parents. ",nothing was okay,not all things were okay,1,123,45
73093,"It's like -- you know, it reminds me of the civil rights movement years ago when, you know, you have laws that say that minorities have to be allowed in certain places, but it certainly didn't change people's hearts for a very long time, and some people's hearts still may not be changed. So you're in a situation where one out of five of the men surveyed there have @ @ @ @ @ @ @ @ @ @ do they not want you there. I read some of the comments from those surveys where they say they think you're worthless. 
@!SHARON: And they -- ","every single person that is attending the Academy now wasn't born -- I mean, has not lived at a time where there weren't women at the Academy",". 
@!WINFREY: That's right. ",none (that are attending the Academy now) have lived at a time where there weren't women at the Academy,not all (that are attending the Academy now) have lived at a time where there weren't women at the Academy,1,124,46
149288," @!WERTHEIMER: So what about New Jersey? Can New Jersey get over the hump? 
@!RAPOPORT: Well, @ @ @ @ @ @ @ @ @ @ first team from the Eastern Division to return to the finals since the Bulls were winning all their championships. They're a little nervous about that in New Jersey, Linda, that ",every team that made it to the finals from the East in the last couple of years hasn't been able to repeat,"; but again, they're strong competition. The Pistons have been impressive this year. ",none (that made it to the finals from the East in the last couple of years) have been able to repeat,not all (that made it to the finals from the East in the last couple of years) have been able to repeat,1,125,47
149792,"What else might work with that kind of a concept? 
@!Prof-NALEBUFF: You know, I thought about baby strollers the same way, where people who are traveling in other cities, it's really a pain to actually take your stroller with you. 
@!Prof-AYRES: And the same kind of a Flexcar idea has been used with combines by farmers, the flex combine. ",Every farmer doesn't need a combine,". As a matter of fact, on some crops, it's very predictable that they're going to ripen from north to south, and so you just set up with your southerly neighboring farms to take over the combine the next time. ",none need a combine,not all need a combine,1,126,48
153586," @!Mr-ABELL: Well, these we get from @ @ @ @ @ @ @ @ @ @ very fine designer things. Let's see some of the labels we have -- we have Chanel, Christian Dior -- that'll actually do pretty well. I mean, we'll probably get $5 or $6 for this nickel's worth of plastic. Manolo Blahnik shoe covers -- you know, ",everybody can't [afford] a pair of $600 Manolo Blahniks,". But most everybody can afford a $15 dust bag to put their ... 
@!Mr-GUIDA: Sometimes they'll even buy one -- like, they'll pay money for one.",nobody can afford a pair of $600 Manolo Blahniks,not all can afford a pair of $600 Manolo Blahniks,1,127,49
164196,"Because they have these budget problems, they're putting off payments until the next fiscal year. It seems like this is something that everybody's doing right now. 
@!Mr-COHEN: Yeah. But ",everyone isn't lying to their suppliers about it,". All Americans understand that these are difficult economic times, but you have @ @ @ @ @ @ @ @ @ @, I want to restructure our payment arrangement. ",no one is lying to their suppliers about it,not all are lying to their suppliers about it,1,128,50
188296,"And Geragos is impressing me every day with how he's handling this because he always comes up with something new. Maybe it is someone that can @ @ @ @ @ @ @ @ @ @ can state that they saw Laci at a certain time that would, you know, validate his story 
@!KING Does it affect prospective jurors? 
NEWSOM: I think it does affect prospective jurors because it's more statements that then to show that, hey, maybe ",everything isn't as it appears to be,". There's a lot more to this case, and we'll find out",nothing is as it appears to be,not all things are as they appear to be,1,129,51
188298," @!KING What do you make of Geragos' entry into the picture? 
SAWYER: Well, I know -- I've been watching, as you have, that at one point early on, he was saying some -- some things that are ... 
KING: On this program 
@!SAWYER Yes, on this very program! But you know, he's a lawyer, too, and he can look at the facts and say, hey, this -- you know, ","every dot isn't -- isn't -- every "" I "" isn't dotted here",", and there isn't every string connected to another string. And that's part of his job, too. ",none are dotted here,not all are dotted here,1,130,52
188298," @ @ @ @ @ @ @ @ @ @ hour right against us, so tape us -- or tape it and watch us. What is this all about? What have you come across that gets two hours? 
SAWYER: Well, you know, a lot of the work was done in England, I'm not going to take credit of this as an investigative reporter, but this story, my goodness, everybody in the office gathers around and ",[everybody in the office] can't stop watching,. This is a huge case in England. ,nobody (in the office) can stop watching,not all (in the office) can stop watching,1,131,53
189152,"( BEGIN VIDEO CLIP, SEPTEMBER 19, 2001 ) HOWARD LUTNICK, CEO, CANTOR FITZGERALD: ",Every person who came to work for me in New York [isn't there anymore],", everyone that was in the office, every single one who was there isn't there anymore. You can't find them. ",none (who came to work for me in New York) are there anymore,not all (who came to work for me in New York) are there anymore,1,132,54
189152,"( BEGIN VIDEO CLIP, SEPTEMBER 19, 2001 ) HOWARD LUTNICK, CEO, CANTOR FITZGERALD: Every person who came to work for me in New York, ",everyone that was in the office [isn't there anymore],", every single one who was there isn't there anymore. You can't find them. ",no one (that was in the office) is there anymore,not all (that were in the office) are there anymore,1,133,55
189152,"( BEGIN VIDEO CLIP, SEPTEMBER 19, 2001 ) HOWARD LUTNICK, CEO, CANTOR FITZGERALD: Every person who came to work for me in New York, everyone that was in the office, ",every single one who was there isn't there anymore,. You can't find them. ,none (who were there) are there anymore,not all (who were there) are there anymore,1,134,56
17096,"Nothing but complaints and petty, ridiculous remarks and personal attacks on the speakers and the whole convention."" Richard from Evansville, Indiana, ""As a political junkie, I was not disappointed by the lack of coverage during the Democratic convention, aka pep rally. There was no news. Watching it drone on and on while listening to the pundits reminded me of watching a NASCAR race with @ @ @ @ @ @ @ @ @ @ Kerry ""Shove it"" comment, here is Bill from Spring, Texas, ""What I want to know is why ",every reporter there wasn't asking her to clarify her remarks,? She accuses someone of un-American activities and gets a pass from the press? ,none (there) were asking her to clarify her remarks,not all (there) were asking her to clarify her remarks,1,135,57
45998,"So we're dealing with a ti -- an entirely new environment for women. 
@!BROWN: And women who are saying -- or for women who were raised that generation, being told basically that there @ @ @ @ @ @ @ @ @ @ Anything is possible. 
@!BROWN: ... if -- if you focus ... 
@!Ms-MACKO: You can have it all, right. 
@!BROWN: ... on your career everything else will come automatically -- husband, children -- and then they get there and they find that ",everything else hasn't happened,". 
@!Ms-MACKO: Right. ",nothing else has happened,not all things else have happened,1,136,58
46699,"You saved, basically, the crew of a Ukranian freighter that sank 840 miles off the cost of -- coast of Nova Scotia. You were there about 12 hours after @ @ @ @ @ @ @ @ @ @ even now, you're conflicted, because -- because you wish you had gotten there sooner, you might have saved more. 
@!Col-FLEMING: Well, the -- that's very true. There's always an ambivalence when you -- when you go out on a high risk mission because ",everybody doesn't survive,". And when you're coming back, on that particular mission, only two people out of 31 were rescued. ",nobody survives,not all survive,1,137,59
58092,"And so having spent six months there and not just, you know, six months reading a book but six months every day embroiled in this controversy, kind of in the middle of it, you become very wrapped up in it. And to this day I would love to do something if I could, but I feel like, Wow, I'm not even Captain Josh Rushing anymore. I'm just Josh Rushing. ' I don't know how much, you know, reach I have to help with the Palestinian situation that, you know, the UN and ",everyone else isn't probably already addressing," @ @ @ @ @ @ @ @ @ @ back in America, my life would kind of have the comfort of -- and all Americans enjoy this comfort of being absorbed in our own lives so much that the rest of the world doesn't matter as much. And I find myself caught in that right now, like I guess it's Maslow's hierarchy. ",no one else is probably already addressing @ @ @ @ @ @ @ @ @ @,not all else are probably already addressing @ @ @ @ @ @ @ @ @ @,1,138,60
75398,"Gen. Petraeus called it the Man-on-the-Moon phenomenon. That is to say, you Americans can put a man on the Moon; how come my electricity doesn't work? How come the sewers aren't fixed? How come ",everything isn't perfect after liberation,? One of the lessons we are trying to learn is the roadblocks that have made it slower than I believe is acceptable to get projects moving. ,nothing is perfect after liberation,not all things are perfect after liberation,1,139,61
164894," @!BERKES: Jan and Dean became teen idols. They hosted a TV @ @ @ @ @ @ @ @ @ 
@ ( Soundbite-of- "" Dead 
@!JAN-AND-DEAN: Well, the last thing I remember, Doc, I started to swerve, then I saw the Jag slide into the curve. I know I'll never forget that horrible sight. I guess I found out for myself that ",everyone won't come back from ...,"
@!BERKES: Then in 1966, fate took a note from one of Jan and Dean's biggest hits, ""Dead Man's Curve.""",no one will come back from ...,not all will come back from ...,1,140,62
188095,"Were you surprised at this? 
EISNER: Sometimes ... 
KING: Did you see it coming? 
EISNER: I had some sense that ",everybody in my life isn't happy,". 
( LAUGHTER ) 
EISNER: When you're turning people down or you're trying to get a certain kind of creative excellence and when you're trying to make sure you're a contemporary company and you're relevant and you're still trying to honor the past, everybody doesn't agree with everything you're going to do. ",nobody (in my life) is happy,not all (in my life) are happy,1,141,63
188095,"EISNER: Sometimes ... 
KING: Did you see it coming? 
EISNER: I had some sense that everybody in my life isn't happy. 
( LAUGHTER ) 
EISNER: When you're turning people down or you're trying to get a certain kind of creative excellence and when you're trying to make sure you're a contemporary company and you're relevant and you're still trying to honor the past, ",everybody doesn't agree with everything you're going to do,". And I just made a decision a @ @ @ @ @ @ @ @ @ @ the right thing -- what you think is the right thing, not what you think is the expedient thing, not the thing that you expect maybe the media would think was correct and maybe not the thing that you think everybody would stand up at that moment -- but to do something that may look like a good headline in ""The Wall Street Journal"" that you know six months later will turn against you because it was an expedient, incorrect thing to do -- you don't do that",nobody agrees with everything you're going to do,not all agree with everything you're going to do,1,142,64
192997,"You've got to stress the @ @ @ @ @ @ @ @ @ @ right there. I have to say, Daryn, this is a by-the-numbers romantic comedy. Everything you think is going to happen happens. ",Everything you don't want to happen doesn't happen,". And so, if you like this sort of thing ... 
KAGAN: Perfect 
@!LEATHERMAN ... if you don't demand too much, you probably are going to like this movie. ",nothing (that you don't want to happen) happens,not all things (that you don't want to happen) happen,1,143,65
5599,"He's certainly abreast of the situation. 
O'REILLY: Trust me. I saw the interview. ",Everything he said in the interview didn't happen,. So @ @ @ @ @ @ @ @ @ @ good. ,nothing (that he said in the interview) happened,not all things (that he said in the interview) happened,1,144,66
58294,"It was based on UN inspectors' reports and a consensus of the international community and the fact that he, of course, had had weapons of mass destruction. On the second point, you know, the Bush administration perhaps should have warned more explicitly ahead of time that wars are difficult and unpredictable; that you can't know ahead of time how something like this is going to turn out. I think, to be fair to the president, certainly once we were engaged there, that's been his general tone @ @ @ @ @ @ @ @ @ @ it was going to be easy, without promising a quick withdrawal. So suddenly -- I will stipulate that ",everything hasn't gone as well as I would've liked it to have gone," and I'm sure most Americans would've liked it to have gone. We don't know, obviously, ultimately whether it will end up -- how much it will end up making the world safer or making the world more dangerous. ",nothing has gone as well as I would've liked it to have gone,not all things have gone as well as I would've liked them to have gone,1,145,67
181298,"The first, like you said, is that, if nothing happens by midnight tonight local, this government is dissolved, a new government would be elected, and this whole process would start again. That is the worst case scenario, but it is increasingly an option for those who feel this process is already leaving them out; notably, the Sunnis. The second option would be that a draft of some sort comes today. But that could be a draft that ",everyone doesn't agree on," or everyone does agree on. And then the first option, which people are talking about, Carol, is another extension, pushing this process forward, perhaps for another week, perhaps even longer",no one agrees on,not all agree on,1,146,68
28477,The main thing I want to learn is how do you feel on this job after six years? How do you feel when generals criticize you? Why don't you sit down with @ @ @ @ @ @ @ @ @ @ deal with it? ,Every day isn't good,. How do you deal with criticism? ,none are good,not all are good,1,147,69
